@relation PE-weka.filters.unsupervised.attribute.Standardize

@attribute height numeric
@attribute weight numeric
@attribute fhl numeric
@attribute fiftyMeter numeric
@attribute zwtqq numeric
@attribute ytxs numeric
@attribute yqmp numeric
@attribute ldty numeric

@data
0.330265,-0.476606,-0.218079,0.690111,-1.475349,-0.748494,1.281196,203
0.88652,0.688221,0.032255,0.19278,0.113701,0.017855,0.900687,220
0.297544,0.514941,-0.243112,-0.636106,-0.022858,0.528754,-1.318952,232
0.199381,-0.053032,-0.847867,0.358557,-0.705652,0.528754,-0.716478,210
0.739276,1.968568,1.435443,-1.299214,0.051629,-0.237595,-0.462805,245
0.477509,0.813368,0.806973,-1.133437,-0.184245,-0.237595,-1.223825,144
-0.913128,0.120248,0.563227,0.358557,-0.556679,-0.237595,-0.367678,221
-0.520478,1.073288,0.327386,0.524334,1.0572,-0.237595,0.868978,229
-2.221963,-0.322579,-0.783307,0.855888,1.640679,-0.237595,0.07625,213
-0.716803,-0.746152,-0.614661,-0.636106,0.883398,-0.237595,-0.018878,229
-0.405955,-0.621006,-0.775402,0.358557,-0.283561,-0.237595,1.281196,204
-0.60228,-1.169726,-0.476318,0.19278,0.126116,-0.237595,0.710432,250
-1.060372,-1.025326,-0.032305,0.027003,0.349576,-0.237595,1.15436,246
1.802704,0.091368,0.178503,0.358557,-0.730481,-0.237595,-0.272551,213
0.968322,1.054035,1.186427,-0.304551,-0.86704,-0.237595,-0.748188,229
0.837438,3.826516,2.129791,1.021665,-0.904284,-0.237595,0.266504,189
-0.553199,1.564248,1.26021,0.690111,1.640679,-0.237595,-0.431096,228
-1.35486,-1.477779,-1.110059,0.524334,1.106858,-0.237595,-1.318952,197
0.13394,0.043234,0.436742,0.358557,-0.097344,-0.237595,2.834944,197
-0.831326,-0.004899,-0.074466,1.353219,-1.152573,-0.237595,2.073925,189
1.001043,1.159928,0.609341,0.855888,0.126116,-0.237595,-0.779897,221
-0.716803,-0.062659,-0.360374,1.353219,-2.021585,-1.514842,1.534869,190
1.573658,-0.158926,-0.546148,0.855888,0.188188,-0.748494,0.551887,221
-0.880407,-1.256366,-0.729288,1.187442,1.466877,-0.493044,0.266504,226
1.573658,0.332035,1.129772,0.524334,0.573036,-1.259392,0.139668,240
-0.078746,0.332035,-0.829421,1.021665,1.429634,-1.259392,0.107959,234
0.592032,-0.351459,1.378789,0.690111,0.895812,0.017855,0.520177,205
-0.504117,0.052861,-0.207539,1.021665,1.417219,-0.493044,0.488468,209
-1.37122,-0.842419,-1.092931,0.19278,0.808911,-0.237595,-0.716478,219
0.575671,-1.111966,1.62517,0.358557,0.237846,-0.237595,-0.462805,251
0.608392,-0.755779,0.235157,0.855888,-0.283561,-0.237595,-0.811606,234
-1.125814,-0.611379,0.057288,-0.138774,0.411648,-0.237595,-0.526224,219
0.003056,-0.255192,0.015127,0.027003,-0.544265,-0.237595,-0.145714,222
0.003056,-0.996446,-0.477636,0.027003,0.461306,-0.237595,-0.970151,253
-0.520478,-0.139672,0.214077,0.524334,1.988284,-0.493044,-0.177423,216
0.068498,0.052861,0.801703,0.19278,-0.134588,-1.514842,0.107959,229
0.035777,0.312781,1.659427,1.187442,-0.358048,-1.259392,0.07625,177
-1.093093,-0.852046,0.287859,0.027003,-0.53185,-0.493044,0.77385,221
0.853799,0.880755,0.349784,0.19278,0.486135,1.806001,-1.223825,216
-0.913128,-0.996446,0.431472,-0.304551,0.25026,1.039653,-0.367678,209
0.477509,-0.043406,0.50789,1.021665,0.014386,-1.003943,-0.272551,199
-0.356873,-0.130046,0.812243,0.690111,1.243417,-0.237595,-0.621351,213
-2.041998,-1.506659,-1.452621,0.855888,1.255831,0.273304,-0.557933,169
0.346625,0.707475,-0.025717,-0.138774,-1.028428,-0.748494,-1.03357,232
-0.111467,-0.582499,-1.06658,-0.304551,-0.581508,0.273304,-0.557933,228
-1.453023,-1.121593,-0.125851,0.855888,0.548207,-0.237595,-0.843315,207
-0.749524,0.784488,1.517131,2.347882,-0.904284,-0.237595,1.376324,150
-0.062386,-0.977193,1.160076,0.690111,1.144101,0.784203,-0.906733,200
0.003056,-0.784659,0.799068,0.358557,-0.581508,-0.493044,1.186069,203
2.211715,1.102168,0.994065,-0.138774,-0.444949,0.017855,-1.065279,225
0.248463,-0.081912,0.020397,-0.138774,-0.233903,-0.748494,0.012831,236
0.313904,-0.341832,0.090227,-0.138774,0.039215,1.295102,-1.731171,261
-1.174895,-1.044579,-0.925602,-1.133437,0.535793,2.827799,-1.318952,237
0.91924,-0.014526,0.978254,-0.636106,0.436477,2.06145,-0.209132,252
0.52659,-0.621006,-0.887393,-0.138774,-0.382877,-0.237595,-1.001861,240
-2.156521,-1.497033,-0.8729,0.19278,-0.494607,0.784203,0.80556,208
0.821078,0.370541,1.579056,-1.133437,0.163359,1.550552,-0.811606,280
-0.340513,-0.389966,-0.025717,0.524334,0.0268,0.784203,-1.128697,221
1.933587,0.774861,0.324751,-0.470328,0.759253,1.039653,-2.175098,245
-1.534825,-1.015699,0.834642,-0.801883,0.933055,-0.237595,-0.684769,236
1.426414,-0.081912,-0.509257,-0.304551,0.386819,-0.237595,-1.414079,252
-2.48373,-1.208233,-0.463143,-0.138774,0.846154,-0.237595,-0.589642,229
0.608392,-0.563246,0.145564,3.839875,0.72201,0.528754,-0.748188,216
0.968322,-0.187806,0.120531,1.684773,-0.171831,-1.003943,0.456759,170
0.951961,1.169555,-0.119263,1.021665,-1.351204,-1.003943,-0.209132,171
-0.405955,2.478782,-0.428887,1.684773,-0.655995,-1.514842,0.171377,210
0.575671,0.697848,0.853087,0.19278,0.200603,0.017855,-1.445788,190
0.461148,-0.611379,-1.144315,-0.470328,-0.569093,1.039653,-0.748188,216
-0.651361,0.380168,0.621199,0.027003,0.448892,1.039653,-0.938442,224
1.557297,0.697848,-0.000684,0.524334,1.007542,0.528754,0.266504,187
1.769983,2.170728,-0.008589,0.027003,0.635109,0.528754,-0.65306,234
-0.96221,-0.563246,-0.463143,0.358557,-0.271147,-1.003943,-0.462805,220
1.606379,2.931235,0.611976,0.358557,0.324747,-1.514842,0.266504,212
-0.651361,-0.418846,0.729238,0.358557,-0.544265,-1.003943,0.488468,213
0.232102,0.149128,-0.829421,0.855888,0.709595,0.273304,2.803234,189
-0.144188,0.582328,0.688394,0.19278,0.970299,1.550552,-1.223825,213
-0.291432,1.564248,-0.196998,-0.138774,0.014386,-0.493044,-0.050587,213
-0.471397,-0.043406,0.759541,0.358557,-2.965083,-0.237595,-1.065279,224
1.360972,-0.033779,-0.161425,0.690111,-0.730481,-0.493044,-0.684769,229
-1.567546,-0.707646,-1.365663,-0.801883,-0.544265,1.039653,-1.128697,237
0.984682,-0.515112,-0.664728,3.839875,-1.22706,0.528754,-0.082296,224
-0.078746,0.283901,-0.613343,0.027003,0.970299,1.550552,-0.272551,231
-1.71479,-1.006073,-1.666064,0.027003,-0.109759,-0.237595,-0.557933,206
-0.520478,-0.081912,0.415661,1.353219,-0.134588,-1.514842,0.171377,191
1.148287,1.236941,1.643616,-0.636106,1.603436,-0.237595,-0.748188,237
-1.240337,-0.332206,-0.532973,0.358557,0.846154,1.295102,-0.240842,221
-1.420302,-0.380339,0.58826,-0.470328,1.367561,0.784203,-1.192115,223
-0.58592,0.255021,-0.864995,1.021665,0.0268,-0.748494,0.393341,217
1.066484,-0.130046,0.821466,1.187442,0.796496,-1.259392,1.756833,233
0.199381,-0.380339,-1.280023,1.187442,-0.382877,-0.493044,0.868978,212
-1.3385,-0.880926,-0.0244,-0.138774,-0.370462,-0.493044,0.139668,212
0.395707,-0.072286,-0.11531,0.855888,1.628265,1.550552,-0.209132,227
0.379346,0.187634,-0.713477,0.855888,0.995128,0.273304,0.520177,230
-1.616627,-0.890553,-0.320848,0.358557,-0.556679,-0.493044,1.186069,221
-1.502104,-1.092713,1.247034,0.524334,0.933055,1.295102,-0.431096,218
0.771997,-0.601752,0.824101,1.353219,0.970299,0.784203,-0.050587,225
1.360972,0.871128,-0.635742,-0.304551,-0.295976,0.273304,-0.018878,263
-0.684082,1.958942,1.784594,0.690111,0.275089,-0.237595,-0.462805,198
-1.223977,-1.920606,-0.805705,1.518996,-0.30839,0.017855,0.266504,221
0.657473,1.467982,0.751636,1.187442,1.404805,-1.514842,0.361632,230
-0.651361,-1.256366,1.223318,0.358557,0.448892,-0.237595,-0.462805,243
-1.240337,-0.996446,0.149517,1.518996,2.484862,-0.237595,3.754508,215
-0.847687,0.062488,1.020416,0.690111,0.324747,-0.237595,-0.494515,215
-1.485743,-1.641433,-0.623884,1.021665,-0.86704,0.528754,2.422725,192
0.641113,1.564248,-2.16278,1.518996,0.386819,2.827799,0.868978,197
0.297544,0.409048,0.322116,-0.304551,1.218588,0.784203,-0.621351,229
0.575671,1.073288,-0.100817,0.855888,-0.494607,-1.259392,0.710432,224
0.493869,-0.274446,0.497349,-0.636106,0.461306,-0.237595,-1.160406,231
0.313904,0.245394,0.324751,-0.801883,-0.444949,-0.237595,-1.065279,227
0.771997,-0.457352,1.909761,-0.138774,-1.822953,-0.237595,0.488468,243
1.328251,0.409048,0.601436,0.027003,-0.147002,-0.237595,-0.399387,192
0.330265,-0.765406,-0.041528,-0.470328,0.262675,-0.237595,-0.240842,248
-0.029665,-0.235939,-0.127168,0.19278,-1.127744,-0.237595,1.820252,203
0.52659,-0.293699,0.078369,0.690111,0.225432,-0.493044,-0.114005,197
-0.765884,-1.622179,-0.002001,-0.304551,-1.040843,1.806001,-0.494515,243
-0.095107,0.312781,-0.439427,0.027003,-0.64358,1.295102,-0.114005,241
0.232102,-0.207059,0.925552,0.358557,-0.581508,1.295102,-0.335969,220
-3.514437,-1.574046,0.073099,-0.304551,0.560622,1.039653,-0.431096,229
1.082845,-0.486232,0.808291,-0.470328,-0.581508,-0.237595,-0.875024,244
0.91924,1.718275,1.298418,1.353219,-0.469778,-0.237595,-0.177423,163
0.837438,0.380168,1.445984,0.524334,0.213017,-0.493044,0.266504,216
1.131926,0.707475,-0.119263,-0.636106,1.752409,-0.237595,-0.526224,237
0.084858,0.100994,-0.764861,0.524334,-0.904284,-0.237595,1.534869,219
-0.651361,0.591955,1.820167,-0.470328,0.858569,-0.237595,-0.367678,218
0.428427,0.437928,0.133706,-0.304551,0.163359,2.827799,-0.875024,240
0.477509,-0.303326,-1.821535,0.19278,-1.251888,-0.748494,1.186069,221
0.199381,-0.312952,-0.868948,0.524334,-1.810539,0.017855,1.122651,215
-0.144188,-0.428472,-0.565912,1.187442,0.361991,-0.748494,-0.177423,189
1.050124,0.784488,0.456505,0.690111,-0.246318,1.295102,-0.145714,221
-0.487757,0.226141,-0.30372,-0.470328,1.50412,2.06145,-1.731171,232
0.068498,-0.091539,0.220664,-0.801883,1.491706,1.550552,-0.240842,234
-0.160548,1.429475,1.838613,1.187442,1.305489,-0.237595,1.788542,200
-0.96221,-0.505486,0.236475,0.855888,0.101287,-1.003943,0.995814,205
2.76797,2.613555,1.839931,0.358557,0.051629,-1.259392,0.456759,242
-1.011291,-0.717272,-3.374924,-0.138774,-1.028428,-0.237595,-0.748188,205
0.461148,-0.678766,-1.278705,-1.133437,-0.469778,0.017855,-0.65306,230
2.457121,2.498035,-0.087642,-0.636106,0.734424,-0.237595,-0.716478,229
0.722915,-0.130046,0.204854,0.358557,0.213017,-0.237595,-0.906733,221
-0.97857,0.428301,0.083639,-0.138774,0.200603,-0.237595,-0.748188,221
-0.487757,0.129874,0.784575,0.027003,0.337162,-0.237595,-0.462805,242
2.080831,0.900008,2.266816,0.524334,0.523378,-0.493044,-0.367678,247
0.199381,-0.081912,0.891296,0.358557,0.970299,-1.003943,-0.621351,209
-0.814966,-0.245566,1.165346,0.358557,-0.097344,-1.003943,0.80556,213
-0.389594,0.688221,0.665996,-0.636106,1.0572,-0.748494,-0.684769,229
-1.35486,-1.208233,-1.987546,2.845213,-0.022858,-0.237595,-0.050587,181
3.226062,0.023981,0.5237,0.358557,-3.03957,0.273304,1.629997,229
0.935601,-0.611379,-0.590945,0.358557,0.175774,-0.237595,0.107959,213
-0.700443,-1.092713,-0.589628,-0.470328,1.839311,-0.237595,-0.843315,260
-1.518464,-0.534366,-0.953271,1.850551,-1.239474,-0.237595,2.644689,174
0.951961,0.678595,-0.427569,-0.138774,0.051629,-0.237595,0.012831,205
-1.322139,0.322408,1.142948,-0.138774,0.188188,-0.237595,-1.001861,210
0.052137,-1.343006,-1.442081,0.19278,-0.035272,0.528754,4.547236,221
1.982669,0.004728,-0.442062,-0.96766,-0.30839,-0.237595,-0.621351,245
0.428427,1.121421,0.4486,1.021665,0.262675,-0.237595,0.07625,218
-0.61864,-0.255192,0.525018,-1.299214,-0.022858,-0.237595,-2.682444,262
0.804717,-0.014526,1.133725,-0.636106,0.25026,3.338698,-1.001861,202
0.461148,-0.784659,-2.932228,2.016328,-0.544265,-0.493044,-0.431096,176
-1.158535,-1.179353,-0.680538,-1.464991,-0.482192,0.017855,-1.223825,219
1.688181,1.371715,1.861011,2.182105,0.213017,1.039653,-1.509207,185
0.54295,-0.062659,1.596184,0.358557,-0.08493,-0.237595,-0.30426,220
-0.814966,-1.593299,-0.646282,0.524334,0.585451,-0.237595,0.456759,219
-0.96221,-0.813539,-0.890028,0.690111,-0.246318,-0.237595,-1.255534,205
-0.029665,-1.015699,-0.897934,0.524334,0.312333,-0.237595,0.139668,241
-0.373234,0.370541,-0.633107,1.353219,-0.444949,-0.237595,0.647014,199
0.739276,-0.178179,-0.447332,-0.304551,-0.593922,-0.237595,1.186069,254
-0.864047,-0.389966,1.638346,-0.138774,0.175774,-0.237595,1.281196,220
0.722915,-0.486232,-0.567229,-0.470328,-0.221489,-0.493044,-0.65306,216
-1.060372,-1.256366,1.601455,0.358557,-1.028428,-0.237595,-0.431096,211
-0.716803,-0.977193,-2.658178,0.19278,-1.376033,-0.237595,0.678723,210
-0.405955,0.370541,1.372201,1.021665,0.72201,-0.237595,0.42505,209
0.199381,1.304328,0.023032,-0.96766,-0.842211,-0.237595,-0.082296,255
-0.504117,0.149128,0.494714,-0.636106,-0.904284,-0.237595,0.171377,219
0.101219,-0.601752,0.51843,-0.138774,2.013113,-0.237595,-0.494515,233
-1.305779,-0.669139,-0.986209,-0.801883,-1.152573,-0.237595,-0.779897,221
0.673834,-0.466979,-0.133756,-1.299214,-0.333219,-0.237595,-0.30426,256
-0.58592,-0.130046,2.088947,-0.636106,-0.953942,-0.237595,-1.699461,243
-0.880407,-0.592126,0.279954,0.524334,0.349576,-0.237595,0.583596,186
-0.765884,0.524568,1.044132,0.855888,-0.53185,-0.237595,-0.399387,221
0.673834,2.575049,1.008558,0.690111,-0.060101,-0.237595,0.044541,223
-1.125814,0.707475,0.171915,1.518996,0.188188,-0.237595,1.059233,174
0.13394,0.120248,0.832007,-0.138774,0.72201,-0.237595,-0.018878,222
1.377333,1.573875,0.962444,-1.464991,0.175774,-0.237595,-0.938442,245
0.183021,-0.284072,1.372201,-0.138774,-0.246318,-0.237595,-1.255534,218
0.821078,-0.563246,0.410391,0.524334,-0.358048,-0.237595,0.012831,250
-1.911115,-0.832792,1.455207,-0.138774,0.870983,-0.237595,-0.114005,236
-2.025638,0.091368,-1.328772,0.855888,0.746839,-0.237595,1.344615,181
0.183021,-0.380339,-0.799118,-0.470328,-0.891869,-0.237595,0.298214,237
0.54295,0.187634,-0.027035,-0.801883,-0.30839,-0.237595,-1.699461,210
-1.845673,-0.765406,0.677853,0.19278,-1.065672,-0.237595,2.073925,245
0.444788,0.957768,1.805674,0.358557,-0.991185,-0.237595,-0.494515,197
0.624753,0.534195,0.756906,1.684773,-0.469778,-0.237595,0.995814,196
0.068498,-0.004899,0.824101,1.850551,-1.202231,-0.237595,2.549561,170
-0.176909,-0.235939,1.258892,0.358557,1.466877,-0.237595,-0.875024,200
-0.635001,-0.794286,-1.144315,-0.138774,-1.525006,-0.237595,-1.03357,180
0.641113,-0.004899,-0.455238,-0.304551,-0.953942,-0.237595,0.361632,210
0.739276,-0.043406,0.908424,-0.636106,0.49855,-0.237595,1.820252,217
-1.256697,-0.698019,0.015127,0.19278,1.156516,-0.237595,0.107959,220
-1.125814,-0.101166,-0.1746,0.358557,1.367561,-0.237595,0.42505,231
-1.240337,-1.083086,-1.385426,-0.138774,1.019957,-0.237595,-0.526224,227
-1.093093,2.170728,0.477586,1.850551,-1.773296,-0.237595,2.61298,232
1.29553,0.437928,0.23911,0.524334,0.225432,-0.237595,1.281196,220
-0.078746,1.285075,0.498667,0.524334,-0.842211,-0.237595,-0.399387,200
-1.223977,-1.006073,0.563227,3.176767,-0.991185,-0.237595,0.203086,220
-1.960196,-1.131219,1.016463,0.19278,-0.072515,-0.237595,-1.223825,220
-0.275071,-1.034953,-0.789895,0.690111,1.342732,-0.237595,-0.018878,210
1.017403,-0.303326,0.767447,0.19278,0.995128,-0.237595,-1.03357,230
0.54295,0.120248,0.406439,0.027003,0.448892,-0.237595,-0.367678,237
-0.814966,-0.370712,0.447283,0.027003,-0.283561,-0.237595,0.012831,229
0.444788,0.293528,0.992747,-0.801883,0.163359,-0.237595,-0.684769,240
-1.403941,-1.006073,0.125801,0.19278,-0.668409,-0.237595,0.012831,217
-0.20963,0.187634,-0.165377,0.524334,-0.320804,-0.237595,-0.209132,230
-0.814966,-0.861673,0.467046,-0.636106,0.076458,-0.237595,-0.462805,224
0.281183,0.803741,1.029639,-0.304551,-0.407706,-0.237595,-0.811606,244
0.477509,0.524568,-0.381455,1.187442,-0.358048,-0.237595,1.50316,197
-1.109453,-1.179353,-1.222051,-0.96766,-0.159417,-0.237595,-1.160406,236
-0.275071,-0.649886,0.860993,0.027003,1.640679,-0.237595,-0.65306,221
1.131926,0.110621,1.250987,-0.470328,2.062771,-0.237595,-1.160406,231
-0.324153,0.909635,0.337926,0.690111,-0.122173,-0.237595,1.15436,222
-0.945849,-1.429646,-0.829421,-0.138774,1.39239,-0.237595,-0.240842,229
