@relation PE
@attribute height numeric
@attribute weight numeric
@attribute fhl numeric
@attribute fiftyMeter numeric
@attribute zwtqq numeric
@attribute ytxs numeric
@attribute yqmp numeric
@attribute ldty numeric

@DATA
169.6,60.2,4473,7.2,16.3,1,248,247
165.2,54.1,4258,7.7,15.0,3,290,198
166.2,51.7,4914,7.5,14.9,6,254,235
185.5,78.6,4900,7.5,31.6,6,240,177
172.5,53.7,4159,7.3,21.0,3,259,245
160.5,54.3,4470,7.3,28.5,7,224,237
172.5,66.5,4904,7.8,20.2,6,239,201
175.1,74.2,3685,8.2,18.4,4,329,213
166.3,44.1,4192,8.2,14.3,1,234,212
167.8,59.0,5115,7.3,15.7,3,227,226
167.6,52.7,5609,7.6,20.2,12,268,221
174.8,59.0,5849,7.2,16.8,10,277,254
172.7,60.0,4768,7.4,9.4,6,257,213
171.9,77.7,4093,7.9,20.1,3,286,213
168.5,49.3,4130,7.1,5.8,9,224,220
158.6,54.8,3163,7.4,22.8,9,241,223
170.7,57.6,4701,7.9,26.4,10,293,205
168.0,59.6,4275,7.5,13.0,5,245,213
179.4,72.6,5065,7.6,23.8,10,214,231
168.7,61.9,4930,8.1,20.2,1,292,215
168.6,41.7,5774,7.2,13.2,14,249,239
170.3,72.0,5510,7.4,27.6,9,218,205
173.1,53.4,4589,8.5,27.1,5,336,204
178.3,66.6,4381,8.6,19.9,1,233,204
169.1,50.8,5510,7.7,17.4,5,234,228
177.0,61.6,5546,7.8,19.5,11,240,213
176.7,54.2,4747,7.6,18.2,6,276,226
174.5,57.1,3164,7.5,7.0,6,267,221
174.3,60.7,3693,7.2,13.4,6,251,240
170.1,52.7,4401,7.2,25.3,6,231,213
158.9,49.6,3763,7.7,23.5,6,304,213
167.8,54.4,4003,7.6,5.8,7,332,220
174.2,59.1,5282,7.7,17.4,6,239,273
175.1,68.4,4827,7.4,24.2,5,240,220
176.5,45.0,3471,8.2,0.8,6,307,201
172.7,62.1,4483,7.4,34.9,8,263,220
177.7,62.3,5901,7.8,11.3,6,281,203
184.7,64.8,3998,6.9,23.0,6,206,261
166.6,62.0,4156,7.8,12.6,6,262,210
170.5,57.7,4295,7.3,13.8,6,238,223
180.2,68.6,4312,7.5,18.6,5,252,240
171.4,44.7,4532,7.6,21.4,6,243,249
174.9,55.9,4765,8.2,14.7,6,275,209
177.9,56.5,4945,7.5,8.7,6,246,230
170.0,55.2,4185,8.5,9.4,6,256,201
169.5,66.0,5324,8.1,13.6,6,268,205
175.8,64.2,5724,7.5,22.6,6,323,218
174.9,60.8,5164,8.3,19.2,6,252,244
169.5,52.5,5324,7.8,25.5,6,243,223
164.2,48.6,3295,7.6,21.5,6,239,217
167.3,72.1,4369,7.5,2.8,6,256,205
172.7,73.9,4185,8.8,-6.6,6,289,169
172.3,61.1,3835,7.5,9.4,4,265,230
181.4,60.5,5009,7.4,10.9,6,254,234
168.1,53.7,4221,7.7,8.9,4,330,230
163.0,60.4,3784,7.3,16.5,6,231,241
171.9,59.1,5279,7.2,7.5,16,223,219
161.6,55.4,5027,7.2,8.1,6,236,213
173.3,54.8,5677,7.6,21.5,6,239,227
167.9,41.7,4108,8.2,15.3,6,272,237
171.0,53.7,5359,7.1,16.0,6,201,280
178.8,71.6,4950,7.7,23.2,6,238,217
166.0,56.6,3558,7.6,7.9,6,261,221
171.6,56.3,3984,7.3,13.7,6,243,229
167.5,59.8,3952,7.6,21.7,6,238,229
175.2,64.1,5115,7.1,16.4,6,211,248
173.5,53.5,4025,7.8,15.6,6,217,230
158.7,44.0,5131,7.4,20.2,6,234,213
168.3,52.0,3077,7.1,24.2,6,234,240
168.6,70.3,5215,7.7,10.7,6,239,213
170.2,81.7,5431,8.3,18.3,6,272,195
163.2,52.1,4361,7.5,20.8,6,235,207
174.8,54.7,4346,7.7,12.1,6,229,207
162.2,49.9,5889,7.7,23.4,6,245,228
176.0,100.4,5247,8.1,8.1,5,240,196
180.1,72.9,5887,6.8,32.4,6,259,235
167.8,51.0,4812,7.9,14.9,10,251,224
174.5,57.0,5089,7.5,10.0,11,249,233
169.9,66.0,5785,8.1,23.7,3,258,204
174.5,80.9,5565,7.4,17.5,4,255,213
174.7,59.1,5189,7.6,26.1,13,234,212
171.9,53.4,3762,7.4,7.1,11,240,202
168.3,53.5,4790,7.6,15.7,14,237,222
166.6,54.3,5308,7.8,17.3,13,242,205
170.5,50.9,5136,7.5,26.2,13,239,239
173.0,66.6,4519,7.3,4.1,1,251,222
169.3,49.9,3486,8.2,12.2,5,287,208
165.4,54.4,3908,7.8,25.9,10,244,229
167.2,59.5,4649,7.4,6.9,2,273,208
175.6,53.3,4987,7.4,11.2,4,243,218
162.2,71.4,4175,8.0,5.0,1,270,207
169.1,62.5,4160,7.8,19.9,7,231,232
164.4,56.2,4416,7.9,18.1,9,267,221
174.1,59.9,4045,7.7,23.9,11,342,245
159.1,49.3,3784,7.9,18.0,15,301,213
168.3,50.3,3776,7.5,14.7,13,248,240
167.0,49.9,4965,7.5,22.1,20,238,235
164.2,40.0,3512,8.5,7.7,11,311,225
177.6,59.3,5183,7.9,11.9,12,257,213
167.5,69.1,4816,7.4,14.9,6,283,229
180.4,67.7,4664,7.8,5.7,6,262,226
169.8,65.1,4021,7.7,17.0,4,265,214
175.0,57.7,5816,7.4,3.3,5,282,216
171.1,55.9,3416,7.0,19.8,6,282,258
174.1,55.6,5154,7.6,17.0,6,264,234
167.7,51.6,4592,7.2,14.9,6,240,227
176.9,61.1,3184,7.8,6.2,4,240,207
160.8,54.8,4490,7.9,20.4,6,244,233
165.2,53.2,4972,8.4,17.5,6,273,221
180.4,60.2,4927,7.7,6.8,6,282,232
168.8,46.3,3689,8.1,22.1,11,319,200
176.8,78.5,5120,7.6,26.7,6,234,210
166.1,52.8,4288,8.1,10.0,6,272,201
182.3,62.6,3900,7.0,32.0,6,211,244
165.8,81.8,5565,7.8,26.8,6,271,227
169.5,60.4,4167,7.3,9.4,6,268,205
185.8,83.6,4501,8.3,21.9,4,250,237
168.7,68.8,4343,8.2,21.6,6,270,189
176.7,71.2,4013,8.5,18.2,6,272,190
172.1,58.4,3609,6.9,19.0,6,225,237
171.5,62.3,3991,7.2,14.0,14,229,235
163.9,54.4,4349,6.9,21.3,6,204,271
167.8,49.4,4569,7.8,10.0,6,266,215
166.6,55.5,5058,7.3,15.5,6,239,257
162.9,60.3,3191,8.1,17.5,6,227,193
167.6,76.2,4295,7.8,17.5,6,246,202
180.2,58.3,5084,7.7,11.8,6,228,241
174.1,61.7,2976,7.2,17.8,6,245,242
175.3,66.9,4940,7.5,21.2,6,217,223
174.7,65.1,4730,7.5,12.2,6,231,234
162.2,60.4,4856,7.6,22.7,6,243,218
167.6,71.7,3354,7.5,14.7,6,254,215
171.2,54.6,4250,8.3,26.4,4,234,228
164.8,63.3,3688,7.4,16.3,6,261,234
167.1,56.2,4575,7.7,13.9,6,247,212
167.8,75.4,4273,8.8,17.8,6,282,189
176.2,74.7,4772,7.6,13.1,6,294,212
174.6,68.9,4138,7.8,11.8,6,235,200
178.0,61.2,5403,7.9,17.3,6,216,211
180.8,84.9,4359,7.8,13.6,6,243,232
173.3,74.7,3781,7.8,19.7,6,243,228
172.3,57.9,3321,8.2,18.1,6,273,183
162.2,64.4,3421,8.2,12.6,6,284,213
163.9,40.4,3184,7.6,6.8,6,295,207
162.6,64.5,3863,7.6,10.4,6,260,205
171.6,60.4,3707,8.2,18.5,4,269,202
174.7,59.5,3536,7.8,27.0,6,241,195
169.1,68.0,3960,7.7,12.1,6,291,220
175.2,59.3,3402,7.3,7.1,6,311,246
174.9,54.4,4811,7.5,13.0,6,228,259
164.4,49.5,3882,7.5,13.1,6,262,229
161.5,53.2,3941,6.9,7.9,6,221,251
178.0,92.6,4932,7.9,9.9,6,271,197
175.1,92.0,5055,8.7,-0.1,6,333,188
169.0,65.4,5309,7.2,17.5,9,274,208
174.7,69.0,4071,7.4,21.5,6,240,209
173.3,77.8,4215,7.4,18.1,5,254,216
169.7,72.3,4015,8.5,10.0,6,286,220
170.7,48.2,4951,6.9,12.3,6,202,245
168.3,102.2,5604,7.6,1.8,6,292,115
168.5,66.5,3757,7.8,25.0,6,315,237
174.5,54.4,5242,7.3,25.1,6,229,253
173.5,57.4,4140,7.6,13.7,6,222,213
165.1,69.6,4946,7.6,17.5,6,268,200
177.2,72.2,5226,7.6,17.1,6,261,205
156.1,43.5,2684,8.2,6.2,6,268,189
164.2,57.1,3658,7.2,21.9,10,224,221
170.6,54.3,5147,8.1,19.1,6,265,210
167.8,57.5,5183,7.6,14.3,13,235,221
162.6,49.7,4544,7.8,26.1,8,249,221
168.7,59.2,5186,8.4,6.8,6,295,199
172.9,65.9,4481,7.5,14.5,11,264,241
176.3,58.4,4530,7.9,34.1,12,243,206
165.6,61.6,4303,7.1,13.4,20,238,221
174.1,92.6,4445,7.7,21.4,4,230,221
173.5,59.1,3330,7.2,1.1,5,273,216
159.2,59.0,4316,7.5,12.7,6,272,240
177.2,73.2,4330,8.0,22.8,15,227,223
171.0,59.2,5317,7.4,19.8,6,256,224
170.5,72.2,5501,7.4,24.5,6,244,189
176.3,59.8,5009,8.2,3.7,6,272,218
183.7,55.8,3987,7.8,-11.5,6,262,210
168.3,67.8,3938,8.0,20.3,6,288,218
184.5,58.4,4189,7.7,9.8,6,235,259
171.9,57.3,4833,7.7,5.1,6,247,213
178.7,68.7,4556,7.7,21.7,6,236,221
180.2,60.3,4346,7.1,10.1,6,232,237
176.5,71.6,4093,8.0,1.0,6,262,199
167.5,61.7,5248,8.4,1.4,6,278,212
163.0,67.0,5725,8.1,-6.9,6,323,205
165.2,48.7,3867,8.1,9.1,6,249,205
170.7,64.6,4093,7.6,11.5,6,270,214
171.5,65.1,3908,7.8,6.6,6,270,207
161.2,52.0,4317,7.6,16.2,5,240,227
169.8,84.8,5096,8.3,30.9,6,347,197
169.0,85.9,3641,9.1,18.5,6,390,203
171.1,55.9,3618,7.8,14.7,6,283,197
170.6,73.1,3085,7.9,7.3,6,252,189
167.1,71.3,4021,7.4,9.0,6,233,225
181.4,64.2,5862,7.7,34.2,6,215,213
163.3,52.9,4815,7.1,8.7,6,244,214
168.1,69.4,4242,7.8,12.0,6,220,221
164.8,63.1,3678,7.7,13.2,6,247,218
165.1,61.8,4884,7.2,26.8,6,216,231
166.7,55.3,5901,7.4,12.2,6,214,215
170.5,62.6,3909,7.7,22.5,6,268,216
168.0,54.2,3635,7.2,24.4,6,262,243
164.8,59.0,3419,8.5,5.1,6,309,195
180.6,71.6,3693,8.2,1.9,6,241,183
163.2,79.6,3553,7.9,12.6,6,277,209
154.6,68.5,5732,7.5,21.1,7,259,213
181.0,65.7,4493,7.5,9.7,6,228,243
167.2,55.4,3573,8.5,27.9,6,286,213
173.9,65.4,5732,7.3,3.4,6,225,212
172.9,72.9,3833,8.7,14.1,6,297,170
175.1,54.4,3897,7.7,24.4,6,218,226
181.4,78.7,4338,7.6,21.9,6,229,216
165.7,53.8,3408,7.4,21.2,6,219,245
160.5,52.3,4299,7.5,26.7,6,292,221
167.9,58.5,4861,7.1,25.7,6,207,221
166.7,68.9,4341,7.6,16.5,6,238,217
186.2,75.5,4190,7.6,20.5,6,266,221
175.0,62.5,5819,8.2,18.3,6,253,251
171.4,50.4,3577,7.8,5.0,6,262,221
172.9,63.5,5645,7.7,22.8,6,216,230
182.4,70.9,5202,7.1,31.0,6,219,265
170.4,57.4,4706,7.5,14.7,6,227,221
177.6,67.2,3615,7.1,23.0,6,212,237
175.1,61.8,4010,7.5,25.5,6,255,215
166.5,65.2,4279,8.6,14.6,6,254,173
167.9,67.5,5038,7.3,15.8,12,235,233
164.8,54.8,5161,7.3,26.2,10,247,227
170.5,54.1,3945,7.2,22.4,14,223,237
158.4,54.2,3331,7.8,16.0,11,234,215
165.2,49.3,4124,6.8,13.9,13,209,240
165.4,49.9,3542,7.4,13.8,11,235,221
178.9,58.7,5338,7.7,13.0,10,236,237
164.4,45.9,4343,7.9,16.2,3,239,221
164.8,40.0,3343,7.9,14.3,10,265,198
171.9,73.9,5387,7.6,22.0,11,267,213
170.4,54.1,4605,6.7,19.5,6,253,246
173.4,62.1,3526,7.8,7.4,7,254,213
176.4,63.7,4584,7.3,13.7,12,210,226
167.9,54.2,4137,7.2,17.4,14,220,236
176.3,73.0,4803,7.1,21.3,13,229,239
159.9,56.6,3911,7.3,23.5,11,255,235
163.8,49.4,3308,9.7,9.5,6,232,216
176.2,63.7,5824,7.9,18.4,12,246,212
171.1,55.2,4324,7.8,18.8,6,257,229
176.9,60.1,3772,7.8,15.0,2,248,237
176.6,65.4,3999,7.6,24.5,8,237,226
165.2,56.9,5199,7.8,12.0,6,243,150
176.8,53.1,3411,7.3,5.3,6,246,215
167.2,57.4,4185,7.6,11.3,9,226,200
167.6,54.4,3775,7.7,10.9,11,233,227
179.4,56.6,3926,6.9,21.0,7,238,238
169.1,49.1,3992,7.2,27.9,6,232,212
176.0,68.9,4337,7.2,16.6,6,214,243
176.6,87.2,4866,7.5,6.9,6,249,189
158.7,63.8,4502,7.9,11.7,6,250,213
166.6,54.9,2986,7.6,17.7,6,246,213
181.2,60.5,3848,7.5,20.3,6,294,229
182.2,58.7,5397,7.9,22.2,6,247,241
173.5,65.5,3909,7.9,14.8,5,264,216
163.3,53.2,2948,7.3,15.6,11,252,235
173.3,52.8,3404,7.8,25.3,12,274,219
175.4,76.3,5438,7.8,25.7,11,256,204
161.7,66.4,3051,7.7,6.7,6,274,193
169.1,53.7,3005,7.8,24.0,11,263,229
176.4,58.9,3936,7.6,31.6,11,255,238
174.1,65.7,4355,7.9,8.1,12,276,197
163.2,74.3,3714,7.8,17.5,8,262,198
170.7,51.9,3759,7.3,27.2,11,272,213
170.4,46.9,4167,8.0,18.6,11,301,189
168.3,50.3,3488,7.7,9.2,12,285,225
173.1,64.2,4321,7.3,1.8,12,203,213
175.5,55.3,4775,6.9,11.0,15,253,245
163.4,79.2,3923,7.8,9.0,11,308,197
166.4,57.6,3748,7.3,18.5,11,250,227
171.0,74.0,3236,7.4,13.9,12,256,240
182.7,76.6,4723,7.2,6.6,13,254,221
177.3,70.8,5193,8.3,5.3,4,287,195
171.2,86.0,4730,8.3,12.5,11,299,197
168.3,71.8,3678,7.4,13.2,12,257,237
182.4,61.1,5484,7.5,1.3,11,240,245
177.5,72.3,4401,7.3,11.6,12,269,195
181.0,81.6,5022,8.4,18.2,12,257,205
172.5,73.9,5575,7.7,35.3,13,232,216
176.6,86.1,4080,7.5,17.2,8,294,229
165.4,62.3,2838,7.8,17.7,6,269,210
163.7,55.6,2875,8.3,0.8,8,269,210
163.3,65.2,4169,7.1,21.4,10,218,275
180.3,70.9,3432,7.2,21.4,15,210,174
174.1,68.5,4118,7.0,20.6,11,220,253
179.5,65.1,4263,6.5,12.9,14,209,270
179.7,69.1,3950,6.3,5.8,11,207,260
161.8,54.3,4408,8.3,16.3,15,227,248
178.4,67.3,4596,6.7,20.4,11,224,285
182.5,79.4,4813,7.2,19.3,13,212,258
179.1,69.1,4134,6.7,17.5,17,229,269
173.7,69.9,5306,8.3,11.0,4,220,255
168.6,60.8,4134,8.3,23.3,11,226,253
175.5,79.4,4140,6.8,20.8,19,225,249
170.2,75.0,5699,7.5,18.2,5,219,206
174.0,59.6,4316,7.5,11.7,6,230,241
171.5,85.6,4190,7.8,24.4,6,240,205
165.8,65.5,5885,7.8,20.6,6,249,204
171.1,81.6,4325,7.9,15.8,7,219,216
182.9,90.5,5342,7.8,16.9,15,258,200
175.8,80.1,5704,8.1,14.3,11,323,201
184.0,100.4,4918,9.3,18.5,10,263,220
174.9,62.4,3839,7.7,16.9,6,262,214
171.9,64.4,3854,7.2,19.4,8,237,221
173.1,54.3,5386,7.3,21.9,18,182,237
173.9,58.6,4507,8.3,20.8,6,257,190
162.2,53.5,4335,8.2,23.9,7,242,209
173.7,58.4,5537,7.4,25.5,14,229,220
167.0,67.8,3808,7.1,12.4,10,209,241
171.7,70.1,3875,7.5,14.9,18,240,255
168.4,59.5,5213,7.1,17.5,15,213,246
168.5,65.0,3538,7.4,9.2,6,216,206
160.9,53.6,3908,7.7,14.5,11,242,177
168.7,50.1,3362,8.6,15.4,6,283,221
162.0,51.7,3267,8.2,15.4,10,280,189
167.1,55.0,4990,8.4,9.6,9,246,205
167.5,57.9,4351,7.4,11.3,14,233,245
169.6,60.8,3609,8.2,16.9,5,241,216
173.1,60.7,3509,8.3,15.9,4,278,233
168.7,51.0,3164,8.2,7.1,6,266,196
169.3,57.4,4134,8.9,12.4,6,316,184
174.5,69.2,4167,7.9,8.9,6,341,210
167.2,51.7,4698,7.2,11.7,5,244,216
167.6,46.3,3963,7.5,25.3,6,300,228
184.7,69.2,5417,8.3,9.2,7,240,244
168.9,54.5,3238,7.5,14.0,9,271,221
165.6,103.7,4188,8.0,5.6,6,334,189
170.3,56.9,3780,7.2,24.7,20,250,241
169.2,76.9,3417,8.5,3.0,6,332,180
172.1,58.0,3425,8.0,11.4,7,273,221
168.2,51.8,4678,7.2,20.9,6,246,215
163.1,63.8,4534,7.6,18.7,6,201,187
177.8,64.1,4088,7.2,5.3,6,246,218
168.5,60.3,4090,7.2,11.4,11,240,255
175.2,57.3,4183,7.4,12.1,6,227,245
166.0,48.4,3564,8.2,13.0,10,252,213
171.7,50.9,5931,7.3,10.9,6,257,227
174.4,72.1,5172,7.5,2.5,4,281,221
172.1,61.2,4078,7.4,7.8,5,234,250
164.6,55.3,3168,8.7,17.5,7,284,205
167.1,72.0,3959,10.8,20.8,3,322,205
177.5,77.2,4192,7.5,15.8,14,273,224
177.3,69.2,3537,7.9,8.2,6,281,235
177.3,62.3,3500,7.4,0.4,5,296,233
163.2,61.4,3335,8.2,8.1,2,287,189
163.6,50.3,4942,8.6,9.9,7,296,210
173.6,83.6,5158,7.8,6.5,2,278,197
175.3,52.6,3141,7.5,1.9,11,267,212
169.4,56.2,4419,8.2,26.1,11,289,213
170.0,63.7,4327,7.0,25.9,11,206,250
170.8,57.2,4124,8.6,7.8,9,262,236
168.7,63.2,5436,7.8,17.2,23,238,231
183.7,75.4,3604,7.1,12.2,5,240,234
169.0,60.9,4837,7.9,11.8,17,281,210
173.1,51.2,3873,6.8,29.1,12,223,215
169.2,76.5,3324,7.7,25.2,7,261,205
174.5,62.7,4507,7.7,27.2,11,247,223
172.2,63.0,3786,8.1,17.9,6,243,206
178.9,62.3,4212,7.5,8.1,6,237,215
175.2,58.4,4227,8.4,13.7,6,264,207
174.6,69.7,4503,8.1,21.3,7,276,205
168.8,61.0,3369,7.7,14.6,14,241,217
170.5,51.3,4243,7.2,2.6,12,251,218
175.4,64.5,4297,8.1,9.0,6,231,213
172.5,62.9,4299,8.4,16.2,5,273,189
177.4,64.3,4727,8.6,14.5,8,306,180
173.7,66.6,4244,7.6,12.1,6,230,244
174.1,63.0,3875,8.3,8.1,4,357,169
171.9,53.7,4199,8.5,9.2,6,294,169
173.7,51.8,3339,8.3,0.3,6,239,183
160.1,55.7,3331,8.7,3.7,6,341,209
161.9,63.6,3440,7.5,14.9,14,218,217
165.8,65.0,5177,7.6,16.1,11,263,210
167.8,56.1,4739,7.1,17.3,6,282,255
169.8,64.2,5709,6.9,3.4,6,248,237
169.1,60.3,4744,7.8,6.5,6,303,178
157.5,53.0,3217,7.5,9.3,6,229,222
164.2,61.2,3805,7.7,9.2,6,241,230
175.2,77.2,5276,8.5,10.4,6,253,189
175.2,57.4,5703,7.5,10.9,6,243,241
170.4,69.0,4595,8.1,12.2,1,294,215
167.5,57.8,4395,7.2,9.0,6,263,210
177.9,65.8,4866,7.4,19.9,6,230,237
167.7,68.3,3238,8.2,7.2,6,323,189
165.2,65.0,4027,8.2,9.6,6,270,205
177.3,65.4,5352,7.7,26.8,10,247,210
179.0,66.0,4872,7.1,6.6,11,230,213
175.0,52.1,2610,7.8,2.2,6,256,220
165.3,60.5,4387,7.7,8.1,12,237,235
178.2,57.3,5086,7.2,25.0,6,226,189
158.8,59.7,5346,7.8,13.3,3,263,218
181.3,62.8,4467,7.5,21.7,8,261,230
172.9,67.5,4667,7.6,16.5,6,240,197
166.2,54.1,3825,7.3,22.4,12,254,205
170.6,57.7,4504,7.4,20.0,8,252,200
170.2,63.8,4223,7.4,11.1,6,253,221
183.6,78.0,4553,8.7,15.8,6,254,205
178.6,87.4,4939,7.8,25.0,6,244,205
175.1,58.4,3216,7.6,10.6,6,242,236
173.8,70.3,4827,7.4,25.1,10,301,208
177.8,63.6,5954,7.1,-13.8,11,229,232
160.4,65.7,3007,7.6,13.3,12,251,220
184.3,67.6,5794,7.9,21.2,14,232,213
176.9,64.9,4134,7.2,23.9,8,214,242
169.1,69.8,5343,6.6,22.9,13,210,238
174.5,60.5,3918,6.4,16.0,11,227,237
167.1,55.5,3398,7.3,15.4,6,217,233
160.0,53.7,4134,6.8,6.6,7,271,245
182.5,69.6,4866,7.6,12.3,6,238,189
162.2,61.8,3553,6.8,3.8,11,265,220
183.3,60.6,4786,7.3,9.2,23,196,277
170.4,53.1,4434,7.3,14.3,7,241,228
176.2,70.0,3749,7.7,11.7,4,243,193
179.2,69.9,4192,8.0,8.5,6,257,228
177.5,66.2,3282,7.6,29.1,6,261,75
176.7,56.6,4061,8.0,12.9,6,251,229
169.1,88.3,4518,8.4,22.4,3,303,231
175.6,64.2,4387,7.9,22.0,12,233,197
176.8,85.7,5471,8.1,11.3,2,258,203
172.1,71.8,3318,7.5,20.1,4,260,221
172.9,61.8,4733,7.3,5.2,8,257,247
165.8,50.4,3916,7.2,8.3,6,276,193
171.2,65.2,4925,6.5,16.5,10,250,230
181.9,75.1,4226,8.0,19.4,10,267,197
164.2,63.6,3736,7.4,18.3,8,293,202
172.5,53.4,3671,8.0,12.0,14,254,220
170.4,81.0,4586,8.7,15.2,3,294,203
168.3,63.6,5187,7.6,16.3,12,291,170
164.6,66.1,5967,8.5,29.7,10,270,169
166.2,55.5,4049,10.3,16.2,10,251,210
183.9,77.7,4719,7.1,5.8,6,266,256
165.6,60.0,3548,7.4,6.3,7,224,234
175.1,63.4,3952,8.2,5.0,1,279,198
176.3,64.0,3569,8.2,19.7,13,265,175
177.1,87.6,4126,7.2,12.2,6,301,221
177.4,61.6,3990,7.6,7.5,6,238,220
165.4,67.2,3850,7.7,17.2,5,279,216
183.9,69.5,4695,7.4,28.0,6,239,237
173.7,64.8,4233,8.7,0.1,6,251,160
180.6,66.4,4816,7.7,11.4,6,243,235
173.1,66.5,4469,8.2,17.5,2,303,210
165.8,63.7,3953,8.4,17.0,7,282,191
173.3,60.8,5449,7.4,15.7,10,297,211
175.6,84.2,4005,8.0,15.2,10,281,211
169.7,63.2,3454,7.7,23.6,8,240,155
168.8,63.2,4633,8.2,14.0,10,308,221
164.2,61.1,4349,8.8,19.1,5,378,200
172.7,60.0,4513,7.1,19.6,15,219,245
184.7,97.8,4134,7.7,-11.7,1,274,205
168.9,63.9,4870,7.6,15.8,6,238,234
167.3,64.5,4791,7.8,26.4,6,226,221
167.1,53.5,3363,6.6,18.4,6,213,243
175.2,72.8,4748,8.9,14.8,6,343,160
176.0,51.7,5208,7.9,10.5,3,274,205
165.6,58.8,2521,7.8,4.9,7,279,189
181.2,84.5,4714,7.8,17.9,1,277,220
174.1,71.8,4655,7.3,18.7,14,284,240
152.9,51.4,3910,7.6,13.0,11,278,212
173.9,64.9,3333,7.3,5.3,11,226,213
173.7,62.1,3196,8.0,12.8,6,267,189
168.9,53.7,3855,7.8,20.7,6,301,221
171.1,54.0,4496,8.0,15.0,6,239,190
173.1,51.0,3923,7.8,16.8,6,259,214
174.6,60.9,3484,7.3,16.9,11,229,237
171.5,70.7,5243,7.5,10.7,2,259,220
178.5,76.6,5058,7.7,16.2,5,279,191
177.5,80.0,3946,7.6,17.0,3,226,198
177.1,83.7,3665,8.1,11.2,5,284,181
170.9,61.1,5007,6.8,14.0,21,229,223
176.5,68.6,4797,7.0,14.2,20,209,266
172.3,69.9,4054,7.6,14.6,8,220,230
174.0,65.6,5042,8.2,25.2,6,296,213
170.6,74.7,4938,7.0,13.1,10,266,245
168.8,79.9,4526,7.4,20.2,7,237,203
170.8,62.9,5052,7.7,22.6,11,360,215
172.1,54.6,4379,7.8,24.3,10,239,210
168.1,55.4,3419,7.7,-9.3,6,448,173
176.0,66.2,4043,7.3,8.3,8,245,237
170.8,70.6,3976,8.3,0.2,4,249,215
178.4,101.0,5170,8.7,5.8,6,351,198
177.7,93.0,3991,7.7,7.8,6,272,219
171.0,86.0,3486,7.7,6.6,6,270,237
172.9,76.4,5531,7.9,13.8,6,267,232
169.5,63.1,4839,7.3,20.3,6,227,201
171.4,95.9,5428,8.1,6.2,6,325,215
176.7,86.8,3391,8.3,3.8,6,304,219
171.2,68.9,5938,7.7,21.3,6,270,211
169.8,75.7,3810,7.9,14.3,6,240,189
163.2,78.0,3806,8.1,11.1,6,317,210
171.8,68.2,4581,8.3,24.5,6,329,219
165.4,53.7,3892,8.0,8.4,10,278,205
171.9,58.1,3620,7.7,28.8,6,231,240
169.4,52.8,4043,7.7,1.5,18,255,205
169.8,56.4,4037,7.8,29.3,9,276,207
166.5,73.1,4657,8.3,8.0,8,282,206
175.4,71.1,4346,6.9,21.2,6,204,234
169.7,67.8,3927,7.7,8.6,5,313,216
165.1,67.5,4220,7.6,28.5,6,336,202
177.3,78.8,3825,8.6,17.5,6,216,194
173.3,66.7,3978,7.2,17.4,10,304,209
169.7,66.0,4738,7.9,5.5,11,315,204
176.8,70.7,4277,8.0,12.3,7,287,225
180.6,74.0,5480,7.6,9.3,6,284,213
171.0,57.7,4843,8.0,21.4,7,267,195
163.4,46.4,2958,8.3,-4.6,5,449,197
171.0,57.4,5107,7.6,19.1,5,238,167
170.3,82.5,4306,7.8,14.9,4,274,196
177.9,58.2,5190,7.5,8.5,5,288,216
164.0,48.5,3958,8.1,16.2,6,260,223
172.6,71.7,4255,8.0,13.8,6,294,161
172.1,61.6,6532,7.3,15.5,6,228,217
182.5,99.4,4587,9.6,5.6,6,216,145
156.3,61.1,3445,8.1,14.7,5,292,189
171.4,82.9,4479,9.3,24.2,1,216,189
172.0,52.3,3850,7.6,4.9,6,288,213
166.0,53.8,4114,7.9,9.1,10,233,222
162.0,50.3,2884,7.6,6.4,11,252,232
185.6,66.7,5180,7.7,22.3,5,244,216
173.2,59.3,3469,6.9,11.4,7,259,230
171.9,76.0,4340,7.5,21.1,6,282,197
176.1,71.1,4134,7.5,25.6,6,300,213
164.6,49.0,3644,7.4,3.0,6,288,220
167.1,52.7,2707,8.2,13.8,6,216,185
164.2,55.6,5022,8.7,26.0,6,262,220
171.4,54.4,4330,7.4,9.5,5,267,229
163.7,60.9,4508,7.7,5.8,6,264,215
168.6,58.6,4261,7.7,6.3,10,259,213
176.2,71.7,5215,7.6,17.2,4,303,220
166.0,59.1,4699,7.4,13.5,9,216,221
174.8,78.8,5244,7.3,20.8,7,239,226
176.1,73.8,5104,8.1,3.9,5,262,205
189.8,92.9,4134,7.5,9.2,4,259,240
179.0,71.9,4888,7.0,23.1,7,237,230
178.4,52.3,4839,7.2,17.8,11,253,220
171.0,51.5,3046,7.5,13.9,11,268,222
176.9,76.9,4364,7.3,12.8,4,222,220
176.9,74.6,5459,7.1,15.0,8,224,220
175.4,59.9,3549,8.3,12.6,5,327,235
181.6,72.5,5150,7.9,2.5,11,300,220
174.7,51.1,4239,7.1,8.4,7,255,220
166.4,71.8,3632,7.5,8.8,1,323,185
174.4,63.4,4444,7.6,5.3,8,275,245
174.2,55.3,3851,7.5,23.2,7,256,190
166.7,62.3,4446,7.4,11.0,12,253,205
176.0,72.2,4326,6.9,15.7,17,212,237
171.5,60.3,3759,7.0,14.7,8,257,250
